"","BTC_precio","ORO_precio","SP500_precio","EURO_precio","NIKKEI_precio","IRX","VIX"
"2020-05-20",9522.9814453125,164.649993896484,2971.61010742188,2942.38989257812,20595.150390625,0.118000000715256,27.9899997711182
"2020-05-22",9182.5771484375,163.210006713867,2955.44995117188,2905.46997070312,20388.16015625,0.109999999403954,28.1599998474121
"2020-05-26",8835.052734375,160.889999389648,2991.77001953125,2999.21997070312,21271.169921875,0.118000000715256,28.0100002288818
"2020-05-27",9181.017578125,161.179992675781,3036.1298828125,3051.080078125,21419.23046875,0.135000005364418,27.6200008392334
"2020-05-28",9525.7509765625,161.720001220703,3029.72998046875,3094.46997070312,21916.310546875,0.137999996542931,28.5900001525879
"2020-05-29",9439.1240234375,162.910003662109,3044.31005859375,3050.19995117188,21877.890625,0.128000006079674,27.5100002288818
"2020-06-02",9529.8037109375,162.600006103516,3080.82006835938,3159.02001953125,22325.609375,0.144999995827675,26.8400001525879
"2020-06-03",9656.7177734375,159.600006103516,3122.8701171875,3269.59008789062,22613.759765625,0.148000001907349,25.6599998474121
"2020-06-04",9800.63671875,161.279998779297,3112.35009765625,3261.669921875,22695.740234375,0.140000000596046,25.8099994659424
"2020-06-05",9665.533203125,158.009994506836,3193.92993164062,3384.2900390625,22863.73046875,0.144999995827675,24.5200004577637
"2020-06-08",9771.4892578125,159.720001220703,3232.38989257812,3366.2900390625,23178.099609375,0.152999997138977,25.8099994659424
"2020-06-09",9795.7001953125,161.259994506836,3207.17993164062,3320.7099609375,23091.029296875,0.165000006556511,27.5699996948242
"2020-06-10",9870.0947265625,163.570007324219,3190.13989257812,3293.7099609375,23124.94921875,0.165000006556511,27.5699996948242
"2020-06-11",9321.78125,162.389999389648,3002.10009765625,3144.57006835938,22472.91015625,0.152999997138977,40.7900009155273
"2020-06-12",9480.84375,162.619995117188,3041.31005859375,3153.73999023438,22305.48046875,0.150000005960464,36.0900001525879
"2020-06-15",9450.7021484375,162.330001831055,3066.59008789062,3136.39990234375,21530.94921875,0.155000001192093,34.4000015258789
"2020-06-16",9538.0244140625,162.25,3124.73999023438,3242.64990234375,22582.2109375,0.159999996423721,33.6699981689453
"2020-06-17",9480.2548828125,162.559997558594,3113.48999023438,3267.26000976562,22455.759765625,0.165000006556511,33.4700012207031
"2020-06-18",9411.8408203125,162.240005493164,3115.34008789062,3249.89990234375,22355.4609375,0.140000000596046,32.939998626709
"2020-06-19",9288.0185546875,164.029998779297,3097.73999023438,3269.10009765625,22478.7890625,0.14300000667572,35.1199989318848
"2020-06-22",9648.7177734375,165.089996337891,3117.86010742188,3241.68994140625,22437.26953125,0.140000000596046,31.7700004577637
"2020-06-23",9629.658203125,166.479995727539,3131.2900390625,3298.830078125,22549.05078125,0.140000000596046,31.3700008392334
"2020-06-24",9313.6103515625,165.899993896484,3050.330078125,3196.1201171875,22534.3203125,0.135000005364418,33.8400001525879
"2020-06-25",9264.8134765625,165.800003051758,3083.76000976562,3218.90991210938,22259.7890625,0.129999995231628,32.2200012207031
"2020-06-26",9162.91796875,166.539993286133,3009.05004882812,3204.169921875,22512.080078125,0.133000001311302,34.7299995422363
"2020-06-29",9190.8544921875,166.630004882812,3053.23999023438,3232.02001953125,21995.0390625,0.125,31.7800006866455
"2020-06-30",9137.9931640625,167.369995117188,3100.2900390625,3234.07006835938,22288.140625,0.135000005364418,30.4300003051758
"2020-07-01",9228.3251953125,166.619995117188,3115.86010742188,3228.44995117188,22121.73046875,0.129999995231628,28.6200008392334
"2020-07-02",9123.41015625,166.979995727539,3130.01000976562,3320.09008789062,22145.9609375,0.133000001311302,27.6800003051758
"2020-07-06",9375.474609375,167.979995727539,3179.71997070312,3350.03002929688,22714.439453125,0.128000006079674,27.9400005340576
"2020-07-07",9252.27734375,169.039993286133,3145.32006835938,3321.56005859375,22614.689453125,0.140000000596046,29.4300003051758
"2020-07-08",9428.3330078125,170.089996337891,3169.93994140625,3286.09008789062,22438.650390625,0.135000005364418,28.0799999237061
"2020-07-09",9277.9677734375,169.630004882812,3152.05004882812,3261.169921875,22529.2890625,0.123000003397465,29.2600002288818
"2020-07-10",9278.8076171875,169.190002441406,3185.0400390625,3296.21997070312,22290.810546875,0.119999997317791,27.2900009155273
"2020-07-13",9243.6142578125,169.399993896484,3155.21997070312,3350,22784.740234375,0.125,32.189998626709
"2020-07-14",9243.2138671875,170.190002441406,3197.52001953125,3321.38989257812,22587.009765625,0.133000001311302,29.5200004577637
"2020-07-15",9192.8369140625,170.339996337891,3226.56005859375,3378.2099609375,22945.5,0.125,27.7600002288818
"2020-07-16",9132.2275390625,168.729995727539,3215.57006835938,3365.35009765625,22770.359375,0.103000000119209,28
"2020-07-17",9151.392578125,170.119995117188,3224.72998046875,3365.60009765625,22696.419921875,0.104999996721745,25.6800003051758
"2020-07-20",9164.2314453125,170.940002441406,3251.84008789062,3388.34008789062,22717.48046875,0.104999996721745,24.4599990844727
"2020-07-21",9374.8876953125,173,3257.30004882812,3405.35009765625,22884.220703125,0.109999999403954,24.8400001525879
"2020-07-22",9525.36328125,175.630004882812,3276.02001953125,3370.76000976562,22751.609375,0.100000001490116,24.3199996948242
"2020-07-27",10990.873046875,182.229995727539,3239.40991210938,3302.84008789062,22715.849609375,0.0930000022053719,24.7399997711182
"2020-07-28",10912.8232421875,183.75,3218.43994140625,3303.56005859375,22657.380859375,0.103000000119209,25.4400005340576
"2020-07-29",11100.4677734375,185.130004882812,3258.43994140625,3300.15991210938,22397.109375,0.0900000035762787,24.1000003814697
"2020-07-30",11111.2138671875,183.759994506836,3246.21997070312,3208.19995117188,22339.23046875,0.0850000008940697,24.7600002288818
